タイムスタンプ,02　新規登録ですか、修正依頼ですか,03　店舗名（正式名称）＜公開＞,04-1　店舗住所・区名＜公開＞,04-2　店舗住所・区以降＜公開＞,04-3　店舗住所・建物名称など＜公開＞,04-4　【任意】店舗の正確な位置（緯度・経度）が分かる方は入力をお願いします＜公開＞,05　店舗の電話番号（ハイフンなし）＜公開＞,06　最寄り駅＜公開＞,07　提供の条件（提供時間・曜日）＜公開＞,08　定休日＜公開＞,09　店舗　ウェブサイトURL＜公開＞,10　店舗　SNS＜公開＞,11　料理のジャンル＜公開＞,12　テイクアウト（持ち帰り）はできますか＜公開＞,13-1　デリバリー（宅配・出前）はできますか＜公開＞,13-2　デリバリー（宅配・出前）の配達・配送料＜公開＞,14　店舗からのメッセージ＜公開＞,15-1a　【メニュー１】メニュー名＜公開＞,15-1b　【メニュー１】税込価格＜公開＞,15-2a　【メニュー２】メニュー名＜公開＞,15-2b　【メニュー２】税込価格＜公開＞,15-3a　【メニュー３】メニュー名＜公開＞,15-3b　【メニュー３】税込価格＜公開＞,15-4　【メニュー4以降】メニュー名、税込価格＜公開＞,店舗ID,,,,,
5/4/2020 1:13:03,新規登録,つけ麺みなみ,金沢区,谷津町371-2 ,,,0457814289,金沢文庫,テイクアウト日曜日を除く11時半から20時まで,日曜日,,,中華,はい,いいえ,,,餃子　,480,チャーハン,680,卵キクラゲ肉丼,800,"角煮丼980  ホイコーロ丼800  肉うま煮丼700
焼肉丼780  野菜炒め650  レバニラ炒め750",419,,,,,
5/4/2020 3:51:50,新規登録,アサドールケリコ,港北区,大倉山1-15-17,第二リベルテ大倉山101,,0457176620,大倉山,テイクアウト12:00ｰ18:00 ,定休日なし,http://asador-querico.com,,洋食,はい,いいえ,,,,,,,,,,420,,,,,
5/4/2020 6:35:15,新規登録,喰工房　はぎまる,南区,永田東1-1-13,スタービル1階,,0457118044,井土ヶ谷駅,15時から19時まで,水曜日,,,和食,はい,いいえ,,,はぎまる弁当,1200,焼き鳥5本盛り,750,お刺身三点盛り,1700,,421,,,,,
5/4/2020 7:46:11,新規登録,島田橋やぶ,神奈川区,松本町6-45-2,浜田ビル1階,,0453213250,三ツ沢下町駅,イートインはランチタイムのみ（11時から14時まで）、テイクアウトとデリバリー11時から14時、17時から20時,月曜日,,,そば、寿司、丼物、和食、弁当,はい,はい,配達は三ツ沢近辺のみ。2000円以上より,創業100年の老舗そば屋。木鉢でこねる自家製麺、毎日市場で仕入れる刺身が自慢。夕方からは他に和食と洋食の職人が織りなす「日替わりおかず」と一品料理を店頭販売。,日替わりおかず,850,やぶの出し焼き玉子,500,金目鯛の煮付け,1000,そば屋のやみつきおにぎり180、自家製ポテトサラダ450、アジフライ600～、牛すじ煮込み650、週末限定にぎり寿司900、天ぷら盛り合わせ1550その他日替わりでご用意,422,,,,,
5/4/2020 8:28:58,新規登録,角よし,瀬谷区,三ツ境８－３,,,0453913037,三ツ境駅,テイクアウト１１：００－１５：００まで,木曜日,https://kadoyoshi.easy-myshop.jp/c-item-list?keyword=&category_id=1&multi_category=false&scnt=30&sort=5&chk_name=&chk_exp=&chk_stock=false&chk_type=false&price_st=&price_ed=&rel_tag=&parent_category_id=1&price_id=&keyword_id=&p=0,https://www.facebook.com/kadoyosi3913037,そば・うどん,はい,いいえ,,蕎麦屋の出汁の効いたたれで作った！かつ丼！！ボリュームたっぷりで満足いただける一品になっております。ぜひご賞味ください。,かつ丼,800,親子丼,750,カレー丼,750,生蕎麦　580円,423,,,,,
5/4/2020 8:52:34,新規登録,カフェ&バー　エスメラルダ,保土ケ谷区,岩間町1-6-25,,,0453355440,天王町駅,火曜～金曜16:00～20:00（11:30～13:30は店内飲食のみ）　土日　11:30～20:00　,月曜日,http://cafebaresmeralda.web.fc2.com/index.html,https://twitter.com/esme20071112,お惣菜,はい,いいえ,,"【おうちdeエスメ】
* ご注文を受けてからお作りしますので、ご予約いただけると待たずにお渡しできます！
* 単品でのご注文でも、ご予算決めていただいてそれに合わせたお任せでも承ります！
* 自家製燻製がおすすめです！",ベーコンポテト春巻き　3本,500,チキンのオニオンバルサミコソース,650,ゴルゴンゾーラクリームペンネ,850,"自家製燻製盛り合わせ　350
フィッシュアンドチップス　600
キノコのボロネーゼペンネ　850
など現在20種程度。
テイクアウトメニューは随時更新しておりますのでご注文の際は各種SNS（Twitter、Instagram、Facebook）をご確認くださいませ。",424,,,,,
5/4/2020 8:53:52,新規登録,大阪　粉ぢゅう　上永谷店,港南区,丸山台２－２－１０,,,0458463017,上永谷駅,AM11：30～PM7：00,月曜日,,,お好み焼,はい,いいえ,,創業40年のお好み焼専門店です。,お好み焼（テイクアウト特別価格）,400,焼きそば（テイクアウト特別価格）,400,オランダ焼（テイクアウト特別価格）,500,,425,,,,,
5/4/2020 9:00:03,新規登録,鉄板バル　HANANOKI,港南区,上大岡西１－４－１６,さんるーとビル１F,,0458462760,上大岡駅,１５時～２１時,不定休,,https://www.facebook.com/hananoki.yokohama/,鉄板焼,はい,いいえ,,老舗フレンチレストラン出身のシェフが作る鉄板焼き惣菜。今晩のおかず・おつまみに是非ご利用下さいませ。,特製ハンバーグステーキ,950,ラムクミン炒め,910,牛タン焼き,1270,"・牛サイコロステーキ　1080円
・お好み焼き各種　　　  810円
・マカロニグラタン　　  840円",426,,,,,
5/4/2020 10:08:14,新規登録,横浜ラーメン　はま家,港南区,丸山台4-9-19,,,0458425254,上永谷駅,『冷凍ラーメン』を営業中の店頭及び通販で取り扱っています,不定休,https://www.ramen-hamaya.jp,,ラーメン,はい,いいえ,,持帰り・通販の『冷凍ラーメン』は実績６年目になりました。店の味の再現率が高く大好評です。,冷凍ラーメン（豚骨醤油）　※店頭販売,730,,,,,,427,,,,,
5/4/2020 10:55:26,新規登録,レストラン＆パティスリー 木かげ茶屋,青葉区,荏田西1-3-22,,,0459111337,江田駅,テイクアウトの営業時間：11時から19時45分（最終引き渡し20時）,定休日なし,http://www.kokage.gr.jp/,https://twitter.com/KokageChaya,洋食,はい,いいえ,,"・オムシチュー丼　1300円（税抜）

・ステーキ丼　1300円（税抜）

・薄切りポーク梅ソース丼　880円（税抜）

・チキントマト丼　880円（税抜）

・ロコモコ丼　1200円（税抜）

・ブーケサラダ　900円（税抜）

・カプレーゼサラダ　1300円（税抜）

・シーザーサラダ　　980円（税抜）

★シェフがご注文をいただいてからお作りします。温かいうちにお早めにお召し上がりください。
★国道246沿い、駐車場25台完備
★ご利用をお待ちしております。",,,,,,,,428,,,,,
5/4/2020 11:31:11,新規登録,遊zen　たつ吉,港北区,日吉本町1-23-2,,,0455636198,日吉駅,毎日　デリバリー　テイクアウト　共に　11:00～19:30（受付時間）,定休日なし,https://yuzen.tatsukichi.jp,https://twitter.com/tatsukichi045,和食,はい,はい,一件につき５００円　5000以上は無料,"日吉の街で創業４５年　板前の手仕事料理にこだわった店です。　魚は豊洲市場より直送！
オーダーが入ってから作りますので、お電話でご予約頂ければ、お待たせしません。
ドライブスルー方式も可能です！　
デリバリーは　日吉全域　箕輪町　下田町　その他のエリアはお電話でお問合せ下さい。",本日の焼き魚弁当（西京焼き　or　照り焼き）,1100,竜田揚げ弁当,800,だし汁たっぷり　だし巻き玉子,400,板前おまかせ海鮮丼　2200円　　もち豚塩麹焼き弁当　1100円　　刺身盛り合わせ（２カン５種）1800円　　黒毛和牛のステーキ丼　2000円,429,,,,,
5/4/2020 11:50:36,新規登録,サーティワンアイスクリーム港北センター南サウスウッド店,都筑区,茅ヶ崎中央6-1,サウスウッド1F,,0455009431,センター南,,定休日なし,,,アイスクリーム・アイスケーキ,はい,いいえ,,"全ての商品をお持ち帰り出来ます！
1個からオッケーです",,,,,,,,430,,,,,
5/4/2020 12:00:32,新規登録,九州焼肉たらふく,港南区,港南台６－２２－３２,,,0458321129,港南台駅,11：30～14：00、17：00～19：30,定休日なし,https://www.hotpepper.jp/strJ001057395/,https://m.facebook.com/tarafuku.asia,お弁当,はい,いいえ,,お電話でのご注文も承っております。,焼肉弁当,600,からあげ弁当,600,とんかつ弁当,600,"・ハンバーグ弁当　600円
・牛ホルモン弁当　600円
・ビビンバ丼　　　600円
・豚丼　　　　　　600円
・ネギトロ丼　　　600円
・かつサンド　　　500円",431,,,,,
5/4/2020 12:13:56,修正依頼,BENTO,港南区,日野南１－１－２５,,,0458320911,港南台駅,"■テイクアウト
　月・水・木・金・土曜日　10：30～21：00（L.O.20：00）
　日・火曜日　　　　　　　10：30～14：30（L.O.14：30）
■デリバリー
　月・水・木・金・土曜日　10：30～15：00（L.O.14：30）
　日・火曜日　　　　　　　なし

1,500円以上お買い上げでデリバリー可能（配達料なし）",定休日なし,http://www.319.jp/service_info/restaurant/,https://www.facebook.com/BENTO-1344891212334676/?modal=admin_todo_tour,お弁当,はい,はい,"1,500円以上お買い上げでデリバリー可能（配達料なし）",当店人気NO.1のからあげ弁当（6個入りまたは4個入り）をはじめ、生姜焼き弁当や鶏そぼろ目玉弁当などお弁当の販売、7種類のからあげや、お惣菜などご用意しています。,からあげ弁当6個入り,650,生姜焼き弁当,600,のりから弁当,400,ハーフ＆ハーフ弁当6個入り650円・4個入り500円、鶏そぼろ目玉弁当460円、カレー弁当420円、からあげ単品1個100円、からあげおむすび1個170円、他,72,,,,,
5/4/2020 12:49:39,新規登録,居酒屋　えん結び,都筑区,中川中央1-38-5,中西ビル1F,,0459119401,センター北,11:00~20:00,定休日なし,https://www.izakaya-enmusubi.com,,焼き鳥,はい,いいえ,,備長炭で焼く串焼きが美味しいお店、焼きたてジューシーな串焼きをお楽しみ下さい。,本格炭火焼きおまかせ5本セット,540,中落ちカルビ丼,540,本格焼き鳥カレーライス,540,,433,,,,,
5/4/2020 13:31:50,新規登録,うどんの伊之助,南区,通町4-117,,"35.423252, 139.601694",0457157587,横浜市営地下鉄弘明寺,店舗は11:00より19:00まで営業しております。,水曜日,http://inosuke.main.jp/,,丼,はい,いいえ,,現在外出自粛期間の今、特別にお持ち帰り専用のどんぶりメニュー３種をご用意しております。皆様のご利用を心よりお待ちしております。,天丼,880,野菜天丼,770,玉子丼,550,,434,,,,,
5/4/2020 13:36:29,新規登録,鉄板焼　KOTORA,神奈川区,反町1-5-12, シティコープ反町１０２,,0453216901,反町駅,テイクアウトは定休日を除くランチタイム(11:45~13:45) ディナータイム(17:30~19:30)で承っております！,月曜日,http://t-kotora.shopinfo.jp/,,ステーキ、お好み焼き、焼きめし,はい,いいえ,,反町駅徒歩二分にある関西風の小さな鉄板焼屋です。お店の人気メニューをご家庭でも味わえるお持ち帰りメニューを取り揃えております。出来立てをお渡しできるよう心掛けていますので、お手数ですがお電話で事前にご注文頂けるとスムーズです。ぜひご堪能下さい！,和牛ガーリックステーキ,2200,お好み焼とガーリックライスのハーフセット,1100,豚玉,850,豚バラ肉とシーフードの塩焼きそば 1280　キムチ焼きめし 800　豚やきそば 850　MIXお好み焼 1280その他いろいろございます！,435,,,,,
5/4/2020 13:37:58,修正依頼,喰工房　はぎまる,南区,永田東1-1-13,スタービル1階,,0457118044,井土ヶ谷駅,15時～19時まで,水曜日,,,和食,はい,いいえ,,井土ヶ谷で、お店を構え15年目の節目の年に大きな壁に直面していますが、ピンチをチャンスに変え、今まではぎまるをご利用された事ない、方々に愛情たっぷりのお弁当と当店人気の、焼き鳥とお刺身を提供させて頂きたいと思います。是非、御賞味ください。,はぎまる弁当,1200,焼き鳥5本盛り,750,おすすめ鮮魚3点盛り,1700,,421,,,,,
5/4/2020 14:09:05,新規登録,そば処　深山,栄区,小菅ヶ谷1-4-6,,,0458913709,本郷台駅,5月中は店内・テイクアウト共に15時まで営業,定休日なし,https://ameblo.jp/sobamiyama,https://twitter.com/sobamiyama,そば・うどん,はい,はい,1回200円,"創業４６年の日本そば屋です。平日は14時半まで日替わりランチも提供しています。
デリバリーはUR本郷台駅前住宅・市営本郷台住宅・市営小菅ヶ谷住宅に限らせて頂きます。
お買い物の前やお電話でご注文頂ければ、お待たせせずにお作り致します
ぜひご利用下さい",天丼弁当,800,ミニ天丼弁当,600,ミニ天丼とおそばのセット,1100,"かつ丼弁当　800
ミニかつ丼　600
ミニかつ丼とおそばのセット　1100",437,,,,,
5/4/2020 14:13:14,新規登録,"カサ・デ・・フジモリ　
関内店",中区,相生町１－２５,,,0456629474,関内,テイクアウト時間13:00~19:30,"不定休, 定休日なし",http://www.casa-de-fujimori.co.jp,,スペイン料理,はい,いいえ,,カサデフジモリではスペイン料理一筋に1970年創業以来スペイン各地の代表的で味に面白味のある料理を選び､日本の皆様にも充分味覚として楽しんでいただけるものをと工夫をこらして参りました。シェフはスペインの一流レストランで本場の料理を学んだ本格派で、スペイン料理の中でも有名なサフランをつかったパエジャや生ハムをはじめ、おつまみ料理のタパス、スペイン風オムレツ、イカの墨煮などの本場の味をお楽しみいただいております。,,,,,,,,438,,,,,
5/4/2020 14:19:05,新規登録,バール・エスパニョール,中区,相生町２－４２－２,,,0456511074,関内,テイクアウト時間、平日１３：００～１９：３０,日曜日,http://www.casa-de-fujimori.co.jp,,スペイン料理,はい,いいえ,,"カサデフジモリではスペイン料理一筋に1970年創業以来スペイン各地の代表的で味に面白味のある料理を選び､日本の皆様にも充分味覚として楽しんでいただけるものをと工夫をこらして参りました。姉妹店バール･エスパニョールはスペインの街角にあるようなバルをそのまま再現して、その雰囲気をお楽しみいただけます。
また、スペインのワイン、リキュールを初めとして各種スペインのお飲み物を取り揃えてあります。",,,,,,,,439,,,,,
5/4/2020 14:20:10,修正依頼,Cafe & Bar spare,泉区,中田東1-38-3 ,石井ビル2F,,0458012163,中田駅,テイクアウト12時から15時　17時から20時,不定休,,,ハンバーガー,はい,いいえ,,,,,,,,,,247,,,,,
5/4/2020 14:26:57,修正依頼,喰工房　はぎまる,南区,永田東1-1-13,スタービル1階,,0457118044,井土ヶ谷駅,15時～19時まで,水曜日,,,和食,はい,いいえ,,井土ヶ谷でお店を構え15年目の節目の年に、大きな壁に直面していますが、ピンチはチャンスとして、今まではぎまるをご利用された事ない方々に愛情たっぷりのはぎまる弁当、人気の焼き鳥、自慢のお刺身を提供させて頂きたいと思います。是非御賞味ください。,はぎまる弁当,1300,焼き鳥5本盛り,750,おすすめ鮮魚3点盛り,1700,,421,,,,,
5/4/2020 14:38:38,修正依頼,かに愛知屋,中区,伊勢佐木町7-156,愛知屋ビル,"35.4377, 139.6224",0452514163,坂東橋　黄金町,デリバリーは前々日までのご注文です。テイクアウトは１２時～２０時までです。,不定休,http://www.kaniaichiya.com,,かに料理,はい,はい,ヤマト運輸の料金,創業　明治３５年　世界１のカニ料理をご堪能下さい。,中たらばかに足ゆで,11880,かに甲羅焼,2160,かに春巻き,2160,,395,,,,,
5/4/2020 15:21:56,新規登録,焼鳥うっとり上大岡店,港南区,上大岡西1-10-15,泰誠ビル101,,0453499594,上大岡駅,テイクアウトは毎日15時～20時（予告なく、変更・終了することがあります）,定休日なし,https://tabelog.com/kanagawa/A1401/A140307/14069380/,https://tabelog.com/kanagawa/A1401/A140307/14069380/,焼鳥、居酒屋,はい,いいえ,,"【賞味期限59秒の生つくねをご自宅で】炭火で焼き上げた串焼きを、最高の状態で提供する。それがうっとりの創業からの想いです。
20年の歴史とこだわりが詰まった本格焼鳥を、ぜひご自宅でもお楽しみください。",定番　串焼き５本セット,800,名物　串焼き10本セット,1500,,,,443,,,,,
5/4/2020 15:27:48,新規登録,焼鳥うっとり綱島店,港北区,綱島西1-6-8,,,0458347177,綱島駅,毎日15時～20時（予告なく変更、終了する場合があります）,定休日なし,https://tabelog.com/kanagawa/A1401/A140204/14065360/,https://tabelog.com/kanagawa/A1401/A140204/14065360/,焼鳥　居酒屋,はい,いいえ,,【賞味期限59秒の生つくねをご自宅で】テイクアウト専用に、焼き鳥をボリュームアップ。家でのお食事を、贅沢に変える焼き鳥。,定番　串焼５本セット,800,名物　串焼10本セット,1200,,,,444,,,,,
5/4/2020 15:53:51,新規登録,鶏笑　横浜希望ヶ丘店,旭区,中希望が丘102,大鳥ビル1階,,0454596627,相鉄線　希望ヶ丘駅,11時～20時,定休日なし,https://torisyou.amebaownd.com,,お弁当,はい,いいえ,,"中津しょうゆの唐揚げ専門店
鶏笑　横浜希望ヶ丘店です。

ご注文頂いてから、調理致します。
国産若鶏100%使用しています。
少しでも安心・安全をお届けしたいです。
冷めても美味しい！が当店の特徴です。
お一人様向けのメニューから、ご家族様向けのメニューまで。種類豊富に取り揃えております。
大分名物のとり天や、砂ずりなどの単品おつまみメニューもございます。",,,,,,,,445,,,,,
5/4/2020 16:23:56,新規登録,うなぎ料理　しま村　高田本店,港北区,高田東3-4-11,,"35.549145, 139.622245",0455490880,横浜市営地下鉄グリーンライン高田駅,"【テイクアウト】
　[平日]
　　11:00～15:00（L.O 14:00）
　　16:30～20:00（L.O 19:00）
　[土・日・祝日]
　　11:00～20:00（L.O 19:00）

【デリバリー】出前館によるサービス提供
・受付時間
　[平日]
　　11:00 ～ 13:00
　　17:00 ～ 19:30
　[土・日・祝日]
　　11:00 ～ 15:00
　　17:00 ～ 19:30
・お届け時間
　　ご注文より約75分
・配達区域
　　日吉、日吉本町、下田町、箕輪町、
　　綱島東、綱島台、綱島西(一部)、
　　高田東、高田西(一部)
定休日：水曜日 ※祝日の場合は、翌日休み",水曜日,https://unagi-shimamura.com/,,うな重,はい,はい,"出前館にてサービスを提供しております。
送料420円　※1500円以上（税込、送料含まず）で送料310円
テイクアウトと同じメニューを揃えておりますが、
テイクアウトよりも価格を高く設定しております。
予めご了承くださいませ。","【鰻料理専門店の味をご家庭でも】
うなぎ一筋五十年。目利きと技に自信あり。
伝統の技と味を極め、新たなうなぎ料理の世界を追及します。",うな重（竹）,3564,うな重（松）,4536,うな重（特上）,5940,"全てのうな重に肝吸、またはお茶をお付けします。
上記金額は、テイクアウトの価格となります。",446,,,,,
5/4/2020 16:37:50,新規登録,うなぎ料理　しま村　青葉台店,青葉区,青葉台2-10-16,第2鈴木ビル1階,"35.545364, 139.516670",0454791131,東急田園都市線青葉台駅,"【テイクアウト】
　[平日]
　　11:00～15:00（L.O 14:00）
　　16:30～20:00（L.O 19:00）
　[土・日・祝日]
　　11:00～15:00（L.O 14:00）
　　16:30～20:00（L.O 19:00）

【デリバリー】出前館によるサービス提供
・受付時間
　[平日]
　　11:00 ～ 13:00
　　16:30 ～ 19:30
　[土・日・祝日]
　　11:00 ～ 19:30
・お届け時間
　　ご注文より約75分
・配達区域
　　青葉区一部、緑区一部
定休日：火曜日、第２・第３月曜日 ※祝日の場合は、水曜日休み",火曜日,https://unagi-shimamura.com/,,うな重,はい,はい,"配達料420円　※1500円以上（税込、送料含まず）で送料310円
テイクアウトと同じメニューを揃えておりますが、
テイクアウトよりも価格を高く設定しています。
予めご了承くださいませ。","【鰻料理専門店の味をご家庭でも】
うなぎ一筋五十年。目利きと技に自信あり。
伝統の技と味を極め、新たなうなぎ料理の世界を追及します。",うな重（竹）,3564,うな重（松）,4536,うな重（特上）,5940,上記メニューの価格は、テイクアウトの価格です。,447,,,,,
5/4/2020 16:53:54,新規登録,宮地亭,中区,太田町5-63-2,アーバネックス横濱馬車道一階,"35.4483799,139.6358651",0452258358,関内・桜木町駅,,日曜日,http://www.miyajitei.com/,,創作鉄板焼き,はい,いいえ,,,,,,,,,,448,,,,,
5/4/2020 17:02:11,新規登録,ホルモン焼 がま親分,中区,日の出町1-102,1階,,0452519102,日の出町,テイクアウト平日は15時～20時半、金土.祝.祝前日は15時～20時半,定休日なし,,,お弁当,はい,いいえ,,七輪、炭火で焼く、本格焼肉弁当！オリジナルのタレで味付けし、家に居ながら当店の味、気分をお楽しみいただけます！,和牛カルビ弁当,850,牛ハラミ弁当,750,豚ハラミ弁当,600,ホルモン弁750、タン塩弁1000、豚トロ弁600、ミノ弁900、シロコロ弁700、ガーリック牛ハラミ弁800、ガーリック豚ハラミ650、辛口ホルモン弁800、辛口白モツ弁650、カルビ・タン塩弁1650、カルビ・牛ハラミ弁1400、ホルモン・白モツ弁1150、辛口ホルモン・辛口白モツ弁1250、ガーリック牛ハラミ・ガーリック豚ハラミ弁1250、カルビ丼1000、キムチカルビ丼1100,449,,,,,
5/4/2020 17:30:22,新規登録,夢庵横浜笹下店,港南区,笹下3-14-10,夢庵横浜笹下店,,0458451081,屏風浦駅,10時から20時まで,定休日なし,https://delivery.skylark.co.jp,,和食,はい,はい,,"すかいらーくの和食レストランが宅配を始めました。お持ち帰りも好評頂いております。天ぷら、かつ丼はじめ、各種お弁当ご用意しております。おかずだけ、または大人数の方向けのメニューも取り揃えております。
是非ご活用下さい。",天丼,809,かつ丼,809,松花堂,1241,,450,,,,,
5/4/2020 20:14:10,新規登録,AMERICAN HOUSE DINER 港山下店,中区,新山下1-2-8,港山下ナナイロビル1F,,0452289760,元町中華街駅,１１時～２２時　※営業自粛要請時は２０時まで,定休日なし,https://www.americanhouse.co.jp,https://www.instagram.com/amehaminato_1122/,ハンバーガー,はい,いいえ,,100％ビーフパティのハンバーガーやサンドウィッチ。TEX-MEX、グリル料理など本格的なアメリカンフードをご自宅で！,クラシックバーガー,1274,チキンファヒータス,1598,ケイジャンジャンバラヤ,1598,"・コンビーフメルト　￥1188
・ペパロニピザ　￥1490
・ルイジアナ風フライドチキン　￥1382
・リブアイステーキ200ｇ　￥1814
・タコス２ピース　￥734
・フィッシュ＆チップス　￥842",451,,,,,
5/4/2020 20:28:32,新規登録,BURGER JO'S元町店,中区,元町1-26,丸英ビル１F,,0452287244,元町中華街駅,１１時～２１時３０分　※営業自粛要請期間は１９時まで,定休日なし,https://www.americanhouse.co.jp/39-kope-lani-cny,https://www.instagram.com/burger_j.motomachi/,ハンバーガー,はい,いいえ,,アンガスビーフ100％のパティと自家製バンズのプレミアムバーガー専門店！,ジューシールーシー,1188,パティメルト,1350,チリチーズドック,918,"・テキサスBBQチーズバーガー　￥1458
・ファイヤーフライドチキンバーガー　￥918
・タコス　￥1100
・ケサディーヤ　￥1100
・オニオンリング　￥400
・フレンチフライ　￥400
・フライドチキンフィンガー　￥500",452,,,,,
5/4/2020 21:50:00,新規登録,ぐぁんばる亭,南区,通町4-115,,,0457428989,弘明寺（市営地下鉄）,テイクアウト１１時～１９時,水曜日,,,広島風お好み焼き、鉄板焼き,はい,いいえ,,,お好み焼のスペシャルそば入り　,1188,お好み焼のもちチーズそば入り,972,野菜たっぷり焼そば,810,,453,,,,,
5/5/2020 0:39:28,新規登録,みかわや,南区,大岡2-7-5,,,0457415565,地下鉄ブルーライン弘明寺,テイクアウト12:00~19:00,水曜日,https://sk6500sk.wixsite.com/-site,,お弁当,はい,いいえ,,"
ボリューム満天の日替わり幕の内弁当がおすすめです。数が多い場合は、配達しますので、ご相談ください。",日替わり幕の内弁当,800,鶏唐揚げ弁当,600,とんかつ弁当,800,ソースカツ丼600円もおすすめです。,454,,,,,
5/5/2020 8:38:17,修正依頼,うどんの伊之助,南区,通町4-117,,"35.423252, 139.601694",0457157587,横浜市営地下鉄弘明寺,店舗は11:00より19:00まで営業しております。,水曜日,http://inosuke.main.jp/,,丼,はい,いいえ,,現在外出自粛期間の今、特別にお持ち帰り専用のどんぶりメニュー３種をご用意しております。皆様のご利用を心よりお待ちしております。,天丼,880,野菜天丼,770,玉子丼,550,,434,,,,,
5/5/2020 8:47:18,修正依頼,うどんの伊之助,南区,通町4-117,,"35.423250, 139.601692",0457157587,市営地下鉄弘明寺,11時開店　18時30分までご注文受付いたしております。,水曜日,http://inosuke.main.jp,,丼,はい,いいえ,,テイクアウトどんぶりをお持ち帰り特別価格でご提供中です。皆様のご利用を心よりお待ちいたしております。,天丼,880,野菜天丼,550,玉子丼,550,,434,,,,,
5/5/2020 10:55:18,新規登録,GARLIC JO'S　元町店,中区,元町5-191,元町KYビル,,0453067210,石川町,11時～22時　※営業自粛時は19時まで,定休日なし,https://www.americanhouse.co.jp/01-gj-qs,https://www.instagram.com/josgarlic_motomachi/,洋食,はい,いいえ,,"にんにく料理専門店！
にんにくを炒める・揚げる・蒸す・焼く・煮る・刻む・擦る・切る・漬け込むなど様々な調理法で、それぞれのにんにく料理の味わいをお楽しみいただけます。
専門店の味をご自宅で！！",名物ガーリックピザ,972,ガーリックステーキJO'S風,2786,にんにく焼飯（牛肉とレタス）,1080,"・ガーリックブレッド　￥540
・オリジナルガーリックチキンステーキ　￥1706
・ガーリックスマザーステーキ「25粒のにんにくバターソース」　￥2786
・ハワイアンガーリックシュリンプ　￥1706
・ローストガーリック＆モッツアレラチーズのまろやかトマトスパゲティー　￥1382
・青菜のにんにく塩炒め　￥734",457,,,,,
5/5/2020 11:18:36,新規登録,WINE HALL元町倶楽部　元町本店,中区,元町4-161,,,0456710344,石川町,11時30分～22時　※営業自粛時は19時まで,定休日なし,https://www.americanhouse.co.jp/winehall-cail,,洋食,はい,いいえ,,"ワインとグリルの専門店！
洋食をベースに、四季折々の旬な素材と厳選された肉類を特製グリドルで焼き上げ調理いたしま
す。オムライスなどのお食事は勿論、ワインに合うおつまみもご用意しております。
シェフのオリジナルレシピで調理した専門店の味をご家庭で！",オムライス,864,じっくり煮込んだ牛筋カレー,1080,元町倶楽部特製家飲みセット,1296,"・本牧ピザ各種　￥1274
・洋食屋のフライ盛合せ　￥1274
・洋食屋のフライドチキン　￥1382
・チーズバーガー＆ポテト　￥1382",458,,,,,
5/5/2020 11:31:10,新規登録,KITCHEN JO'S CIAL桜木町店,中区,桜木町1-1-84,シャル桜木町1Ｆ,,0452289925,桜木町,11時～22時　※営業自粛時は19時まで,定休日なし,https://www.americanhouse.co.jp/kitchen-jo-s-cny,https://www.instagram.com/kitchenjossakuragityo/,洋食,はい,いいえ,,昔懐かしい昭和の洋食屋の味をご自宅で！,特製オムライス,1058,昔ながらの巻きオムライス,1058,ナポリタンスパゲティー,972,"・オムライス＆チキンカツ　￥1458
・オムライス＆ポークカツ　￥1566
・オムライス＆エビフライ　￥1782",459,,,,,
5/5/2020 12:58:50,新規登録,トラットリア　ロジック　横浜店,西区,北幸2-2-1,ハマボールイアス１F,35.4659065 139.6173042,0452902066,横浜駅,テイクアウト11:00～19:00,不定休,https://www.hotpepper.jp/strJ000740440/,,洋食,はい,いいえ,,石窯焼のナポリピッツァが自慢です。ご自宅でもお店の味をぜひお召し上がりください。,マルゲリータ,1382,究極のマルゲリータDOC,2138,クアトロフォルマッジ,2138,"ピッツァは1,058円～。その他パスタなどもご用意しております。",460,,,,,
5/5/2020 13:17:26,新規登録,音羽鮨,栄区,庄戸4-14-5,,,0458920916,港南台駅,デリバリーは11時から20時までテイクアウトは11時から20時まで,木曜日,http://www.purple.dti.ne.jp/otowasusi/,,寿司,はい,はい,無料,創業47年地域に愛されるお店です！デリバリー範囲は栄区東部です,握り(上),2100,握り(中),1700,握り(並),1400,持ち帰り巻物いなり660円,461,,,,,
5/5/2020 14:43:36,修正依頼,遊zen　たつ吉,港北区,日吉本町1-23-2,,,0455636198,日吉駅,毎日　デリバリー　テイクアウト　共に　11:00～19:30（受付時間）,定休日なし,https://yuzen.tatsukichi.jp,https://twitter.com/tatsukichi045,和食,はい,はい,一件につき５００円　5000以上は無料,"日吉の街で創業４５年　板前の手仕事料理にこだわった店です。　魚は豊洲市場より直送！
オーダーが入ってから作りますので、お電話でご予約頂ければ、お待たせしません。
ドライブスルー方式も可能です！　
デリバリーは　日吉全域　箕輪町　下田町　その他のエリアはお電話でお問合せ下さい。",本日の焼き魚弁当（西京焼き　or　照り焼き）,1100,竜田揚げ弁当,800,だし汁たっぷり　だし巻き玉子,400,板前おまかせ海鮮丼　2200円　　もち豚塩麹焼き弁当　1100円　　刺身盛り合わせ（２カン５種）1800円　　黒毛和牛のステーキ丼　2000円,429,,,,,
